,historical_date,year,codingstart,Indicator,Code index,Indices,Index,Value
55,1918-01-01,1918,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
56,1918-01-01,1918,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
57,1919-01-01,1919,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
58,1919-01-01,1919,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
59,1919-01-01,1919,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
60,1920-01-01,1920,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
61,1920-01-01,1920,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
62,1920-01-01,1920,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
63,1921-01-01,1921,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
64,1921-01-01,1921,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
65,1921-01-01,1921,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
66,1922-01-01,1922,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
67,1922-01-01,1922,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
68,1922-01-01,1922,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
69,1923-01-01,1923,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
70,1923-01-01,1923,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
71,1923-01-01,1923,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
72,1924-01-01,1924,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
73,1924-01-01,1924,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
74,1924-01-01,1924,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
75,1925-01-01,1925,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
76,1925-01-01,1925,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
77,1925-01-01,1925,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
78,1926-01-01,1926,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
79,1926-01-01,1926,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
80,1926-01-01,1926,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
81,1927-01-01,1927,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
82,1927-01-01,1927,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
83,1927-01-01,1927,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
84,1928-01-01,1928,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
85,1928-01-01,1928,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
86,1928-01-01,1928,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
87,1929-01-01,1929,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
88,1929-01-01,1929,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
89,1929-01-01,1929,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
90,1930-01-01,1930,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
91,1930-01-01,1930,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
92,1930-01-01,1930,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
93,1931-01-01,1931,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
94,1931-01-01,1931,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
95,1931-01-01,1931,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
96,1932-01-01,1932,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
97,1932-01-01,1932,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
98,1932-01-01,1932,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
99,1933-01-01,1933,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
100,1933-01-01,1933,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
101,1933-01-01,1933,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
102,1934-01-01,1934,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
103,1934-01-01,1934,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
104,1934-01-01,1934,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
105,1935-01-01,1935,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
106,1935-01-01,1935,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
107,1935-01-01,1935,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
108,1936-01-01,1936,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
109,1936-01-01,1936,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
110,1936-01-01,1936,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
111,1937-01-01,1937,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
112,1937-01-01,1937,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
113,1937-01-01,1937,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
114,1938-01-01,1938,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
115,1938-01-01,1938,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
116,1938-01-01,1938,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
117,1939-01-01,1939,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0169485554
118,1939-01-01,1939,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0251092613
119,1939-01-01,1939,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.008787849
120,1940-01-01,1940,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0168167356
121,1940-01-01,1940,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0239845105
122,1940-01-01,1940,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0096489601
123,1941-01-01,1941,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0168167356
124,1941-01-01,1941,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0239845105
125,1941-01-01,1941,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0096489601
126,1942-01-01,1942,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0168167356
127,1942-01-01,1942,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0239845105
128,1942-01-01,1942,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0096489601
129,1943-01-01,1943,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0168167356
130,1943-01-01,1943,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0239845105
131,1943-01-01,1943,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0096489601
132,1944-01-01,1944,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0168167356
133,1944-01-01,1944,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0239845105
134,1944-01-01,1944,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0096489601
135,1945-01-01,1945,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0263618938
136,1945-01-01,1945,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0359526053
137,1945-01-01,1945,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0167711843
138,1946-01-01,1946,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0271072397
139,1946-01-01,1946,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0364781283
140,1946-01-01,1946,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0177363511
141,1947-01-01,1947,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0293858236
142,1947-01-01,1947,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0408305302
143,1947-01-01,1947,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0179411173
144,1948-01-01,1948,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0293858236
145,1948-01-01,1948,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0408305302
146,1948-01-01,1948,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0179411173
147,1949-01-01,1949,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0293858236
148,1949-01-01,1949,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0408305302
149,1949-01-01,1949,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0179411173
150,1950-01-01,1950,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0391484581
151,1950-01-01,1950,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0515393242
152,1950-01-01,1950,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0267575905
153,1951-01-01,1951,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.0725816477
154,1951-01-01,1951,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.0894034505
155,1951-01-01,1951,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0557598472
156,1952-01-01,1952,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1601031081
157,1952-01-01,1952,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1786534339
158,1952-01-01,1952,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.141552791
159,1953-01-01,1953,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1615236979
160,1953-01-01,1953,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1792090535
161,1953-01-01,1953,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1438383311
162,1954-01-01,1954,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1615236979
163,1954-01-01,1954,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1792090535
164,1954-01-01,1954,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1438383311
165,1955-01-01,1955,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1615236979
166,1955-01-01,1955,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1792090535
167,1955-01-01,1955,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1438383311
168,1956-01-01,1956,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1615236979
169,1956-01-01,1956,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1792090535
170,1956-01-01,1956,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1438383311
171,1957-01-01,1957,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1615236979
172,1957-01-01,1957,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1792090535
173,1957-01-01,1957,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1438383311
174,1958-01-01,1958,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.161919209
175,1958-01-01,1958,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.180731684
176,1958-01-01,1958,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1431067288
177,1959-01-01,1959,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.2320893135
178,1959-01-01,1959,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.2552344203
179,1959-01-01,1959,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.2089442015
180,1960-01-01,1960,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1852510893
181,1960-01-01,1960,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.2068495452
182,1960-01-01,1960,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1636526287
183,1961-01-01,1961,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1227052247
184,1961-01-01,1961,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1361897737
185,1961-01-01,1961,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1092206761
186,1962-01-01,1962,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.113102922
187,1962-01-01,1962,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1260888726
188,1962-01-01,1962,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1001169682
189,1963-01-01,1963,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1118416814
190,1963-01-01,1963,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1256280094
191,1963-01-01,1963,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0980553627
192,1964-01-01,1964,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1118416814
193,1964-01-01,1964,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1256280094
194,1964-01-01,1964,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0980553627
195,1965-01-01,1965,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1118416814
196,1965-01-01,1965,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1256280094
197,1965-01-01,1965,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0980553627
198,1966-01-01,1966,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1118416814
199,1966-01-01,1966,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1256280094
200,1966-01-01,1966,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0980553627
201,1967-01-01,1967,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1118416814
202,1967-01-01,1967,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1256280094
203,1967-01-01,1967,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0980553627
204,1968-01-01,1968,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1118416814
205,1968-01-01,1968,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1256280094
206,1968-01-01,1968,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0980553627
207,1969-01-01,1969,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1108598872
208,1969-01-01,1969,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1240315363
209,1969-01-01,1969,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0976882353
210,1970-01-01,1970,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1116281176
211,1970-01-01,1970,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1251704842
212,1970-01-01,1970,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0980857462
213,1971-01-01,1971,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1136842848
214,1971-01-01,1971,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1279631853
215,1971-01-01,1971,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.099405393
216,1972-01-01,1972,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1136842848
217,1972-01-01,1972,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1279631853
218,1972-01-01,1972,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.099405393
219,1973-01-01,1973,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1136842848
220,1973-01-01,1973,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1279631853
221,1973-01-01,1973,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.099405393
222,1974-01-01,1974,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1136842848
223,1974-01-01,1974,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1279631853
224,1974-01-01,1974,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.099405393
225,1975-01-01,1975,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1136842848
226,1975-01-01,1975,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1279631853
227,1975-01-01,1975,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.099405393
228,1976-01-01,1976,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1136842848
229,1976-01-01,1976,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1279631853
230,1976-01-01,1976,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.099405393
231,1977-01-01,1977,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1136842848
232,1977-01-01,1977,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1279631853
233,1977-01-01,1977,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.099405393
234,1978-01-01,1978,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1148135878
235,1978-01-01,1978,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1275760978
236,1978-01-01,1978,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1020510793
237,1979-01-01,1979,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1133263805
238,1979-01-01,1979,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1268054247
239,1979-01-01,1979,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.0998473391
240,1980-01-01,1980,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1151340523
241,1980-01-01,1980,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1281328499
242,1980-01-01,1980,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1021352559
243,1981-01-01,1981,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1367142644
244,1981-01-01,1981,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1501691341
245,1981-01-01,1981,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1232593954
246,1982-01-01,1982,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1326253973
247,1982-01-01,1982,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1484950036
248,1982-01-01,1982,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1167557985
249,1983-01-01,1983,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1326253973
250,1983-01-01,1983,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1484950036
251,1983-01-01,1983,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1167557985
252,1984-01-01,1984,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1326253973
253,1984-01-01,1984,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1484950036
254,1984-01-01,1984,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1167557985
255,1985-01-01,1985,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1326253973
256,1985-01-01,1985,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1484950036
257,1985-01-01,1985,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1167557985
258,1986-01-01,1986,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1328391607
259,1986-01-01,1986,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1470271796
260,1986-01-01,1986,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1186511442
261,1987-01-01,1987,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1347381656
262,1987-01-01,1987,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1504272372
263,1987-01-01,1987,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1190490872
264,1988-01-01,1988,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1347381656
265,1988-01-01,1988,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1504272372
266,1988-01-01,1988,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1190490872
267,1989-01-01,1989,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.1343931961
268,1989-01-01,1989,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.1500088125
269,1989-01-01,1989,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.1187775731
270,1990-01-01,1990,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.2489389023
271,1990-01-01,1990,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.2734333277
272,1990-01-01,1990,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.2244444788
273,1991-01-01,1991,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.3642080806
274,1991-01-01,1991,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.3932706714
275,1991-01-01,1991,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.3351454735
276,1992-01-01,1992,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.4082618299
277,1992-01-01,1992,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.4520573914
278,1992-01-01,1992,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.3644662797
279,1993-01-01,1993,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.4082618299
280,1993-01-01,1993,1900,v2x_polyarchy,codehigh,Democracy,Electoral democracy index,0.4520573914
281,1993-01-01,1993,1900,v2x_polyarchy,codelow,Democracy,Electoral democracy index,0.3644662797
282,1994-01-01,1994,1900,v2x_polyarchy,,Democracy,Electoral democracy index,0.4010063266
